[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title]Re- [問卦] 台灣無法大罷工，因人民愚昧自私-[Author]enel1111 (私法制裁者)[Date]Mon Jul  6 22-07-12.txt[reson]time data u'Mon Jul  6 22:07:12' does not match format '%a %b %d %H:%M:%S %Y'
[update lost]E:\ptt_all_data\01.ptt_old\PTT\[Title]Re- [問卦] 台灣的低薪現象還有得救嗎-[Author]freeunixer (離自相空她相)[Date]Mon Jul  6 00-18-10 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有被鬍子磨是什麼感覺得八卦-[Author]chris7 (喉頭一甜（￣￢￣）)[Date]Wed May  6 17-12-02 2015.txt[reson]'cp950' codec can't encode character u'\uffe2' in position 95: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有誰100的八卦[Author]LEOIEIRI (凛として花一輪)[Date]Fri May  1 11-23-32 2015.txt[reson]'cp950' codec can't encode character u'\u51db' in position 85: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有諾亞的八卦？[Author]KawasumiMai (真実は壊滅した)[Date]Sat May  9 18-40-03 2015.txt[reson]'cp950' codec can't encode character u'\u5b9f' in position 88: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有象棋戰術雙炮將強度的八卦-[Author]Charlie5566 (白石(⊙)(⊙)❺❺❻❻)[Date]Wed May  6 08-16-31 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 102: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有買兩件比買一件貴的八掛[Author]bkos (空雪￼               )[Date]Sun May  3 21-28-14 2015.txt[reson]'cp950' codec can't encode character u'\ufffc' in position 87: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有走在路上被認出來是蝦米感覺的卦[Author]lovechen239 (希望之星總召－乳肥宅♥)[Date]Sun May  3 18-26-12 2015.txt[reson]'cp950' codec can't encode character u'\u2665' in position 106: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有越來越多人戴全視線眼鏡的八卦-[Author]HTC92 (中国台湾人的驕傲-92共識)[Date]Wed May 13 09-54-18 2015.txt[reson]'cp950' codec can't encode character u'\u56fd' in position 91: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有遊戲企劃的八卦-[Author]Shadouie (影謙歿鵺)[Date]Sun May 10 16-10-31 2015.txt[reson]'cp950' codec can't encode character u'\u9d7a' in position 89: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有都不下雨養殖白蝦一直死的掛[Author]gy801020 (夜苦殺)[Date]Mon May 11 19-56-21 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有鄭中基的八卦啊？[Author]Sayaka0714 (さや姉)[Date]Thu May 14 16-32-31 2015.txt[reson]'cp950' codec can't encode character u'\u59c9' in position 90: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有銀行薪資的八卦-[Author]ImNot5566 (❺❺❻❻)[Date]Fri May  8 16-57-20 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 87: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有雪肌粹的八卦[Author]LEOIEIRI (凛として花一輪)[Date]Sun May 10 18-33-33 2015.txt[reson]'cp950' codec can't encode character u'\u51db' in position 84: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有電子煙的八卦？[Author]a2654133 (ヽ( ・・)ノ)[Date]Thu May 14 12-10-11 2015.txt[reson]'cp950' codec can't encode character u'\u30fd' in position 85: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有香菇鸚鵡的八卦？[Author]KawasumiMai (真実は壊滅した)[Date]Fri May  8 17-14-10 2015.txt[reson]'cp950' codec can't encode character u'\u5b9f' in position 90: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有高畑勳的八卦？[Author]wangyc (╳乂ㄨメＸ乄χ×ｘ)[Date]Sun May  3 13-00-52 2015.txt[reson]'cp950' codec can't encode character u'\u7551' in position 61: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒有＂謀都咖氣扣易有吼狗＂的八卦？[Author]Terran (人族)[Date]Tue May 12 20-16-29 2015.txt[reson]'cp950' codec can't encode character u'\uff02' in position 60: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有沒芒果冰在日本賣1500日幣的八卦[Author]ayumori (横ちょ)[Date]Mon May  4 16-27-48 2015.txt[reson]'cp950' codec can't encode character u'\u6a2a' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有没有肥宅是人生勝利組的八卦？[Author]akujin (akujin)[Date]Wed May  6 23-07-24 2015.txt[reson]'cp950' codec can't encode character u'\u6ca1' in position 58: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有無zkowe的卦？[Author]love810225 (王福B嘴)[Date]Fri May 15 11-57-11 2015.txt[reson]time data u'2015/05/15 05/15' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有無「血統純正」的八卦-[Author]kmuntu (我愛雲科)[Date]Fri May  8 23-30-43 2015.txt[reson]unconverted data remains: 有些人家裡環境不允許啊。
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有路小比RUBY ＠ 一個壞透的網路地瓜的掛[Author]hunderdam (￼ ￼ ￼N)[Date]Thu May  7 01-21-11 2015.txt[reson]'cp950' codec can't encode character u'\ufffc' in position 98: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 有飲茶為什麼在新劇場版裡沒戲分的八卦？[Author]cchou5566 (嘻嘻好❺❺❻❻)[Date]Tue May 12 14-39-55 2015.txt[reson]'cp950' codec can't encode character u'\u277a' in position 98: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 朋友到底是做什麼種工作的八卦[Author]sg8888sgsg (゜ω゜)っ✂╰ひ╯)[Date]Sun May 10 21-24-12 2015.txt[reson]'cp950' codec can't encode character u'\u309c' in position 91: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 朋友崩潰很久的八卦[Author]sg8888sgsg (゜ω゜)っ✂╰ひ╯)[Date]Sun May  3 14-34-56 2015.txt[reson]'cp950' codec can't encode character u'\u309c' in position 86: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 東方文化有什麼地方贏西方文化-[Author]victoryss (☞ ☑中间选民 ☑爱歹玩)[Date]Sat May  9 15-04-21 2015.txt[reson]'cp950' codec can't encode character u'\u261e' in position 91: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 歐洲國家的國徽或國旗都有老鷹[Author]hk416 (✈✈洨魯 ☜(￣▽￣☜)[Date]Mon May 11 19-42-27 2015.txt[reson]'cp950' codec can't encode character u'\u2708' in position 86: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 歐陽妮妮算是亞洲區台灣正妹的代表嗎[Author]hk416 (✈✈洨魯 ☜(￣▽￣☜)[Date]Tue May 12 18-44-21 2015.txt[reson]'cp950' codec can't encode character u'\u2708' in position 89: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 正晶說董大媽要退出國民黨了？[Author]chu3 (天真的致命傷)[Date]Thu May  7 20-04-40 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 每天都會看的網站-[Author]a2654133 (ヽ( ・・)ノ)[Date]Mon May  4 22-26-07 2015.txt[reson]'cp950' codec can't encode character u'\u30fd' in position 84: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 毛利小五郎為何要自拆招牌？[Author]YU0486 (玉™你是白爛)[Date]Sat May  2 19-02-59 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 87: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 漂亮的讓我臉紅的可愛女人[Author]ann5566 (鹿港金城武)[Date]Tue May 12 01-58-12 2015.txt[reson]time data u'2015/' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 為什麼PTT沒有妙禪版[Author]MadeInChina (中國製造™)[Date]Sat May 16 01-52-09 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 93: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 為什麼台灣人要祭拜大陸人？[Author]CCRemon (吸吸懶牡)[Date]Sun May  3 12-43-41 2015.txt[reson]time data u'2015/' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 為什麼恐同的人也會去看甲版？[Author]mule1989 (鵺の鳴く夜)[Date]Sat May  2 23-03-15 2015.txt[reson]'cp950' codec can't encode character u'\u9d7a' in position 89: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 為什麼有的烈酒，可以賣的這麽便宜？[Author]ryan0222 (也無風雨也無晴)[Date]Mon May  4 21-52-35 2015.txt[reson]'cp950' codec can't encode character u'\u9ebd' in position 70: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 為什麼無修正晶エリー要一直改名？[Author]skyhigh5566 (維新の嵐)[Date]Fri May 15 19-55-13 2015.txt[reson]'cp950' codec can't encode character u'\u30fc' in position 66: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 為什麼白家綺這麼甜？[Author]LEOIEIRI (凛として花一輪)[Date]Thu May 14 23-44-39 2015.txt[reson]'cp950' codec can't encode character u'\u51db' in position 85: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 為什麼陶喆會被周董屌打呢-[Author]wohahala (Roy_Tw)[Date]Wed May 13 16-25-42 2015.txt[reson]'cp950' codec can't encode character u'\u5586' in position 61: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 為什麼黑掉的藝人或部落客仍有臉出來？[Author]B0988698088 (廢文少女小円♥)[Date]Sun May  3 19-34-16 2015.txt[reson]'cp950' codec can't encode character u'\u5186' in position 101: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 為什麽不開”八家將”科呢？[Author]became (windim)[Date]Sat May  9 12-55-23 2015.txt[reson]'cp950' codec can't encode character u'\u9ebd' in position 59: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 烏鴉在台灣很弱勢的八卦？[Author]youngwen26 (啞痢羶亣)[Date]Wed May  6 10-11-46 2015.txt[reson]'cp950' codec can't encode character u'\u4ea3' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 無背景素人找什麼工作才能翻身[Author]B0988698088 (廢文少女小円♥)[Date]Mon May  4 14-46-16 2015.txt[reson]'cp950' codec can't encode character u'\u5186' in position 97: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 燒鴨便當85會不會太誇張？[Author]n1lk5g2 (傑先生™)[Date]Thu May  7 12-37-27 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 90: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 爲什麼有些開雙B的人，天熱不開冷氣？[Author]kbgarnett (Ice)[Date]Fri May 15 21-13-52 2015.txt[reson]'cp950' codec can't encode character u'\u7232' in position 57: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 爲啥罷免不能宣傳[Author]flyingfei77 (虱目魚丸湯)[Date]Tue May 12 14-27-39 2015.txt[reson]'cp950' codec can't encode character u'\u7232' in position 57: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 牛皮癬的八卦-[Author]a2654133 (ヽ( ・・)ノ)[Date]Sun May 10 01-21-32 2015.txt[reson]'cp950' codec can't encode character u'\u30fd' in position 82: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 班上被排擠 霸凌的人後來都怎樣了？[Author]chetechs (Владимир)[Date]Mon May 11 23-48-15 2015.txt[reson]'cp950' codec can't encode character u'\u0412' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 現實中最強的特種部隊？[Author]B0988698088 (廢文少女小円♥)[Date]Tue May  5 13-34-06 2015.txt[reson]'cp950' codec can't encode character u'\u5186' in position 94: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 男孩們都喜歡μ's裡哪個成員-[Author]sinon2mayday (西野七瀬)[Date]Thu May  7 03-05-41 2015.txt[reson]'cp950' codec can't encode character u'\u702c' in position 97: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 畢業前的瘋狂事蹟-[Author]a2654133 (ヽ( ・・)ノ)[Date]Mon May  4 14-30-38 2015.txt[reson]'cp950' codec can't encode character u'\u30fd' in position 84: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 當今最強約炮軟體是什麼？[Author]B0988698088 (廢文少女小円♥)[Date]Fri May  1 22-16-36 2015.txt[reson]'cp950' codec can't encode character u'\u5186' in position 95: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 癱瘓女珣珣的粉絲團在吵[Author]park1 ()[Date]Fri May 15 13-17-09 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 白石麻衣算是美女嗎？[Author]sinon2mayday (西野七瀬)[Date]Wed May  6 00-43-46 2015.txt[reson]'cp950' codec can't encode character u'\u702c' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 皮蛋怎麼吃最好吃？[Author]n1lk5g2 (傑先生™)[Date]Wed May 13 21-43-37 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 86: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 相撲是最弱的武術嗎-[Author]shadowomega (F NeverDie￾ ￾ )[Date]Wed May  6 16-18-15 2015.txt[reson]'cp950' codec can't encode character u'\ufffe' in position 98: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 神奇寶貝最感動的畫面是什麼-[Author]n1lk5g2 (傑先生™)[Date]Sat May  9 09-32-38 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 91: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 神父聖經都背的起來嗎[Author]perhapsmaid (Xx屮嗆屌a乂憨氵交葆蓓卍)[Date]Thu May  7 23-42-29 2015.txt[reson]'cp950' codec can't encode character u'\u6c35' in position 96: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 禮劵[Author]Rasam (J特)[Date]Thu May 14 15-29-46 2015.txt[reson]'cp950' codec can't encode character u'\u52b5' in position 58: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 突然出現很多高三生？[Author]LechiWaky (大盜・韓不助)[Date]Mon May 11 08-05-31 2015.txt[reson]'cp950' codec can't encode character u'\u30fb' in position 88: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 繁體字將來會改稱為台灣字嗎[Author]hk416 (✈✈洨魯 ☜(￣▽￣☜)[Date]Mon May  4 18-27-02 2015.txt[reson]'cp950' codec can't encode character u'\u2708' in position 85: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 美國荊軻 李·哈维·奥斯瓦爾德[Author]toto3527 (toto)[Date]Fri May  8 00-06-55 2015.txt[reson]'cp950' codec can't encode character u'\u7ef4' in position 65: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 美國送給立陶宛100多輛的M1A1坦克車[Author]hk416 (✈✈洨魯 ☜(￣▽￣☜)[Date]Fri May  8 11-57-31 2015.txt[reson]'cp950' codec can't encode character u'\u2708' in position 92: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 義美冰棒哪個最好吃？[Author]LEOIEIRI (凛として花一輪)[Date]Thu Apr 30 23-08-50 2015.txt[reson]'cp950' codec can't encode character u'\u51db' in position 85: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 老店都多久換一次招牌的八卦[Author]perhapsmaid (Xx屮嗆屌a乂憨氵交葆蓓卍)[Date]Mon May  4 19-34-36 2015.txt[reson]'cp950' codec can't encode character u'\u6c35' in position 99: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 老虎伍茲是哪五隻？[Author]JoeGibsonJr (喬・吉普森・二世)[Date]Fri May 15 01-14-34 2015.txt[reson]'cp950' codec can't encode character u'\u30fb' in position 88: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 肥它&初音[Author]perhapsmaid (Xx屮嗆屌a乂憨氵交葆蓓卍)[Date]Fri May  1 01-18-33 2015.txt[reson]'cp950' codec can't encode character u'\u6c35' in position 91: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 自言自語的八卦-[Author]ermina ()[Date]Thu May 14 06-21-25 2015.txt[reson]list index out of range
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 臺中有什麼知名小吃？[Author]n1lk5g2 (傑先生™)[Date]Fri May  1 13-14-27 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 87: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 臺灣何時才能建國[Author]GA389434 (GA389434)[Date]Wed May 13 13-05-28 2015.txt[reson]time data u'2015/' does not match format '%Y/%m/%d %H:%M'
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 臺灣炒青菜為什麼不過油？[Author]n1lk5g2 (傑先生™)[Date]Fri May  8 12-53-05 2015.txt[reson]'cp950' codec can't encode character u'\u2122' in position 89: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 良渚文化比華夏文化早1千年[Author]hk416 (✈✈洨魯 ☜(￣▽￣☜)[Date]Wed May 13 01-01-39 2015.txt[reson]'cp950' codec can't encode character u'\u2708' in position 85: illegal multibyte sequence
[update lost]E:\ptt_all_data\03.ptt3202-4602\[Title][問卦] 苗栗三義人的想法 -[Author]DarkAlex (毎日感謝の正拳突き1万回)[Date]Sat May  2 13-40-20 2015.txt[reson]'cp950' codec can't encode character u'\u6bce' in position 85: illegal multibyte sequence
